Vehicle;Origin;Manufacturer;Mass to … (kg);Launches {{small|(+ suborbital)}};Date of flight;
LEO;GTO;Other;First;Last;
Long March 1D;{{CHN}};CALT;{{nts|740}}[245];;;{{nts|0}} (+3)[244];1995[246];2002;
{{nowrap|Long March 2A}};{{CHN}};CALT;{{nts|2000}}[247];;;{{nts|4}}[81];1974;1978;
Long March 2E;{{CHN}};CALT;{{nts|9200}}[81];;;{{nts|7}}[81];1990;1995;
Long March 3;{{CHN}};CALT;{{nts|5000}}[83];;;{{nts|14}}[83];1984;2000;
Long March 3B;{{CHN}};CALT;{{nts|11,200}}[82];{{nts|5,100}};{{nts|5,700}} to SSO;{{nts|12}}[83];1996;2012;
Long March 4A;{{CHN}};CALT;{{nts|4000}};;;{{nts|2}}[84];1988;1990;
M-V;{{JPN}};{{nobr|Nissan Motors}}[237] (1997–2000) {{nobr|IHI Aerospace}}[42] (2000-2006);{{nts|1850}}[242];;;{{nts|7}};1997;2006;
Molniya;{{USSR}};RSC Energia;{{nts|1800}}[248];;;{{nts|40}}[249];1960;1967;
Molniya-M;{{USSR}} {{RUS}};RSC Energia;{{nts|2400}}[250];;;{{nts|280}}[251];1965;2010;
Mu-3C;{{JPN}};Nissan Motors[237];{{nts|195}}[242];;;{{nts|4}};1974;1979;
Mu-3H;{{JPN}};Nissan Motors[237];{{nts|300}}[242];;;{{nts|3}};1977;1978;
Mu-3S;{{JPN}};Nissan Motors[237];{{nts|300}}[242];;;{{nts|4}};1980;1984;
Mu-3SII;{{JPN}};Nissan Motors[237];{{nts|770}}[242];;;{{nts|8}};1985;1995;
Mu-4S;{{JPN}};Nissan Motors[237];{{nts|180}}[242];;;{{nts|4}};1971;1972;
N1;{{USSR}};NPO Energia;{{nts|95000}}[252] [253][254][255];;;{{nts|4}}[256] (never reached orbit);1969;1972;
N-I;{{JPN}} {{USA}};Mitsubishi;{{nts|1200}}[257];;;{{nts|7}};1975;1982;
N-II;{{JPN}} {{USA}};Mitsubishi;{{nts|2000}}[258];;;{{nts|8}};1981;1987;
Naro-1;{{KOR}} {{RUS}};KARI/Khrunichev;{{nts|100}}[259];;;{{nts|3}};2009;2013;
Paektusan;{{flag|North Korea}};KCST;{{nts|700}}[260];;;{{nts|0}} (+1);1998;1998;
Polyot;{{USSR}};RSC Energia;{{nts|1400}};;;{{nts|2}};1963;1964;
Proton-K;{{USSR}} {{RUS}};Khrunichev;{{nts|19760}}[261];{{nts|4930}}[262];;{{nts|311}}[263];1965;2012;
PSLV-G;{{IND}};ISRO;{{nts|3200}}[125];{{nts|1050}};{{nts|1600}} to SSO;{{nts|12}}[125];1993;2016[264];
Saturn I;{{USA}};Chrysler (S-I) Douglas (S-IV);{{nts|9000}}[265];;;{{nts|10}}[266];1961;1965[266];
Saturn IB;{{USA}};Chrysler (S-IB) Douglas (S-IVB);{{nts|18600}}[267];;;{{nts|9}}[268];1966;1975;
Saturn V;{{USA}};Boeing (S-IC) North American (S-II) Douglas (S-IVB);{{nts|140000}}[269][270];;{{nts|47000}} to TLI[271];{{nts|13}}[272][273] [274];1967;1973;
Scout;{{USA}};US Air Force/NASA;{{nts|174}}[275];;;{{nts|125}};1961;1994;
Shtil';{{RUS}};Makeyev;{{ntsh|420}} 280–420[276];;;{{nts|2}}[277];1998;2006;
SLV;{{IND}};ISRO;{{nts|40}}[278];;;{{nts|4}}[278];1979;1983[278];
Soyuz;{{USSR}};RSC Energia;{{nts|6450}};;;{{nts|31}}[279];1966;1976;
Soyuz-L;{{USSR}};RSC Energia;{{nts|5500}};;;{{nts|3}}[280];1970;1971;
Soyuz-M;{{USSR}};RSC Energia;{{nts|6600}};;;{{nts|8}}[281];1971;1976;
Soyuz-U;{{USSR}} {{RUS}};TsSKB-Progress;{{nts|6650}} from Baikonour[282] {{nts|6150}} from Plesetsk[282];;;{{nts|786}}[283][144][141];1973;2017;
Soyuz-U2;{{USSR}} {{RUS}};TsSKB-Progress;{{nts|7050}};;;{{nts|72}}[284];1982;1995;
Space Shuttle;{{USA}};ATK (SRBs) Martin Marietta (External tank) Rockwell (Orbiter);{{nts|24400}}[224];{{plainlist| {{nts|4944}} with IUS[285] {{nts|1200}} with PAM-D[286] }};{{nts|3550}} to escape with IUS[285];{{nts|135}}[287];1981;2011;
Sputnik 8K71PS;{{USSR}};RSC Energia;{{nts|500}}[288];;;{{nts|2}};1957;1957;
Sputnik 8A91;{{USSR}};RSC Energia;{{nts|1327}};;;{{nts|2}};1958;1958;
Start-1;{{RUS}};MITT;{{nts|532}};;{{nts|350}} to SSO[289];{{nts|5}}[290];1993;2006;
Strela;{{RUS}};Khrunichev;{{nts|1400}}[291];;;{{nts|3}}[292];2003;2014;
Titan II GLV;{{USA}};Martin Marietta;{{nts|3600}}[293];;;{{nts|11}} (+1);1964;1966;
Titan II(23)G;{{USA}};Martin Marietta;{{nts|3600}}[294];;;{{nts|13}};1988;2003;
Titan IIIA;{{USA}};Martin Marietta;{{nts|3100}}[295];;;{{nts|4}};1964;1965;
Titan IIIB;{{USA}};Martin Marietta;{{nts|3000}}[296];;;{{nts|70}};1966;1987;
Titan IIIC;{{USA}};Martin Marietta;{{nts|13100}}[297];;;{{nts|36}};1965;1982;
Titan IIID;{{USA}};Martin Marietta;{{nts|12300}}[298];;;{{nts|22}};1971;1982;
Titan IIIE;{{USA}};Martin Marietta;{{nts|15400}}[299];;;{{nts|7}};1974;1977;
Titan 34D;{{USA}};Martin Marietta;{{nts|4515}}[300];;;{{nts|15}};1982;1989;
Titan IVA;{{USA}};Martin Marietta;{{nts|17110}}[301];{{nts|4,944}} with IUS;{{plainlist| {{nts|14,090}} to SSO[301] {{nts|4,536}} to GSO with Centaur {{nts|3,550}} to escape with IUS }};{{nts|22}}[302];1989;1998;
Titan IVB;{{USA}};Lockheed Martin;{{nts|21,682}}[303];{{nts|5,761}}[303] (9,000 with upper stage);;{{nts|17}}[302];1997;2005;
Tsyklon-2A;{{USSR}};Yuzhmash;{{nts|3350}}[304];;;{{nts|8}}[305];1967;1969;
Tsyklon-2;{{USSR}} {{UKR}};Yuzhmash;{{nts|2820}}[306];;;{{nts|106}}[307];1969;2006[307];
Tsyklon-3;{{USSR}} {{UKR}};Yuzhmash;{{nts|1920}}[308];;;{{nts|122}}[309];1977;2009[309];
Vanguard;{{USA}};Martin;{{nts|9}}[310];;;{{nts|11}} (+1);1957;1959;
VLS-1;{{BRA}};AEB, IAE;{{nts|380}}[311];;;{{nts|2}}[312] (never reached orbit);1997;2003;
Volna;{{RUS}};Makeyev;{{nts|100}}[313];;;{{nts|1}} (+5)[277];1995[314];2005[277];
Voskhod;{{USSR}};RSC Energia;{{nts|6000}}[315];;;{{nts|306}};1963;1976;
Vostok-L;{{USSR}};RSC Energia;;;{{nts|390}} to TLI[316];{{nts|4}};1960;1960;
Vostok-K;{{USSR}};RSC Energia;{{nts|2460}}[317];;;{{nts|16}};1960;1964;
Vostok-2;{{USSR}};RSC Energia;{{nts|4730}}[317];;;{{nts|45}};1962;1967;
Vostok-2M;{{USSR}};RSC Energia;{{nts|1300}}[318];;;{{nts|93}};1964;1991;
Soyuz/Vostok;{{USSR}};RSC Energia;{{nts|6000}}[319];;;{{nts|2}};1965;1966;
Zenit-2;{{USSR}} {{UKR}};Yuzhnoye;{{nts|13740}}[320];;;{{nts|36}}[321];1985;2004[322];
Zenit-2M / 2SLB;{{UKR}};Yuzhnoye;{{nts|13920}}[320];;;{{nts|2}}[321];2007;2011;
