Client;Regular;MSN (NTLM) browser login;Compuserve (RPA);MD5 APOP {{r|group=Note|APOP}};CRAM-HMAC {{r|group=Note|HMAC}};DIGEST-MD5;with hardware token PKCS#11;Biometric;SMTP Auth {{r|group=Note|SMTPAUTH}};X.509 Client certificate;OAUTH;
LOGIN;PLAIN;MD5;SHA1;RIPEMD;
SeaMonkey Mail & Newsgroups;{{yes}};{{yes}};{{yes}};{{no}};{{yes}};{{yes}};{{no}};{{no}};{{no}} [2];{{yes}};{{no}};{{yes}};{{yes}};{{dunno}};
SquirrelMail;{{yes}};{{yes}};{{dunno}};{{dunno}};{{yes}};{{yes}};{{yes}};{{dunno}};{{yes}};{{yes}};{{dunno}};{{yes}};{{dunno}};{{dunno}};
Sylpheed;{{yes}};{{yes}};{{no}};{{no}};{{yes}};{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};{{yes}};{{no}};{{no}};
The Bat!;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{no}};{{no}};{{no}};{{yes}} {{r|group=Note|TheBat}};{{yes}} {{r|group=Note|TheBat}};{{yes}};{{no}};{{yes}};
Trojitá;{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};{{yes}};{{no}};{{dunno}};
Turnpike;{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};
Windows Live Mail;{{yes}};{{no}};{{yes}};{{no}};{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};{{dunno}};
Windows Mail;{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};
YAM;{{yes}};{{yes}};{{dunno}};{{dunno}};{{yes}};{{yes}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{yes}};{{yes|AmiSSL}};{{dunno}};
Zimbra;{{yes}};{{yes}};{{dunno}};{{dunno}};{{yes}};{{yes}};{{dunno}};{{dunno}};{{dunno}};{{yes}};{{dunno}};{{yes}} {{r|group=Note|Zimbra}};{{dunno}};{{dunno}};
Client;Regular;MSN (NTLM) browser login;Compuserve (RPA);MD5 APOP {{r|group=Note|APOP}};CRAM-HMAC {{r|group=Note|HMAC}};DIGEST-MD5;with hardware token PKCS#11;Biometric;SMTP Auth {{r|group=Note|SMTPAUTH}};SSL/TLS Client Certificate;OAUTH;
LOGIN;PLAIN;MD5;SHA1;RIPEMD;
