R;{{No}};{{Yes| Yes and extended via Ryacas package}};{{yes}}[59];{{depends|}} Via the tcltk library;{{yes}};{{yes}}[60];{{Yes|}} C, C++, Fortran[61] {{Depends|}}MATLAB[62] {{No|}}Python[63];{{Yes|}} C, C++, Fortran[61];{{Depends|}}MATLAB[62];{{No|}}Python[63];{{Depends|}}Excel[64] {{No|}}Python[65] {{Depends|}}SAS[66];{{Depends|}}Excel[64];{{No|}}Python[65];{{Depends|}}SAS[66];
{{Yes|}} C, C++, Fortran[61];
{{Depends|}}MATLAB[62];
{{No|}}Python[63];
{{Depends|}}Excel[64];
{{No|}}Python[65];
{{Depends|}}SAS[66];
SageMath;{{no}};{{yes}};{{yes}};{{no}};{{yes}};{{yes}}[67];{{yes|}} Many languages[68][69][70];{{yes}} (any language that can call Python);
SAS;{{no}};{{no}};{{Depends|}}DS2 and SCL;{{yes}};{{no}};{{no}};{{yes|}}C, Java {{Depends|}}R (requires IML);{{yes|}}C, Java;{{Depends|}}R (requires IML);{{no}};
{{yes|}}C, Java;
{{Depends|}}R (requires IML);
TK Solver;{{Depends|with extension}};{{no}};{{yes}};{{Depends|with extension}};{{yes}};{{yes}};{{Depends|}}.NET Excel;{{Depends|}}Unknown;
