;Primary developers;First public release;Based on;Latest stable version;Cost (USD);Preferred license;Purpose;Short description;
Version;Release Date;
Debian GNU/kFreeBSD;The Debian GNU/kFreeBSD team;{{date|2011-02-06|iso}};GNU, FreeBSD;7.5;{{date|2014-04-26|iso}};{{Free}};DFSG;General purpose;GNU userspace on FreeBSD kernel;
Debian GNU/NetBSD;The Debian GNU/kNetBSD team;Abandoned;GNU, NetBSD;Abandoned;Abandoned;{{Free}};DFSG;General purpose;GNU userspace on NetBSD kernel;
MidnightBSD[34];Lucas Holt;{{date|2007-08-04|iso}};FreeBSD 6.1 beta[35];0.8.6;{{date|2017-08-28|iso}};{{Free}};BSD;Desktop;GNUstep based Desktop Environment;
pfSense;various contributors;{{date|2006-10-04|iso}};FreeBSD;2.4.3;{{date|2018-03-29|iso}};{{Free}};BSD;Security appliance;firewall/NAT, Live CD;
Paxym FreeBSD for Octeon;Paxym Inc.;{{date|2007-12-11|iso}};FreeBSD 7.0;4.7;{{date|2008-08-13|iso}};{{dunno}};Proprietary;Network, Storage, Security Applications: Routers/UTM/Firewall/NAS;For Cavium Networks Octeon MIPS architecture multicore processors[36];
MaheshaBSD;;{{dunno}};FreeBSD 8;{{dunno}};{{dunno}};{{Free}};BSD;FreeBSD multipurpose;;
KarmaBSD[37];;{{dunno}};FreeBSD 8 OpenBSD;{{dunno}};{{dunno}};{{Free}};Free software;FreeBSD, OpenBSD Firewall, MP3 player, backup, others;;
Jibbed[38];;;OpenBSD, NetBSD;6.0;;{{Free}};BSD;;Live CD of NetBSD;
Bitrig;The Bitrig Developers;{{date|2014-11-25|iso}};OpenBSD;1.0;{{date|2014-11-25|iso}};{{Free}};ISC;General Purpose;Focus on modern platforms and tools;
! Developer;First public release;Based on;Version;Release Date;Cost (USD);Preferred license;Purpose;Short description;
